Iter,LR,Original_Steps,Train_Acc,Train_Loss,Val_Acc,Val_F1,Val_Precision,Val_Recall,final_test_accuracy,final_test_f1-score,final_test_precision,final_test_recall,time
5,0.001,5,14.90234375,2.2848127841949464,,,,,,,,,
10,0.001,10,19.990234375,2.2021873950958253,,,,,,,,,
15,0.001,15,23.157552083333332,2.127164053916931,,,,,,,,,
20,0.001,20,25.3466796875,2.0717546224594114,,,,,,,,,
25,0.001,25,27.02734375,2.026624641418457,,,,,,,,,
30,0.001,30,28.544921875,1.98515895207723,,,,,,,,,
35,0.001,35,29.832589285714285,1.948842522076198,,,,,,,,,
40,0.001,40,31.083984375,1.9152954459190368,,,,,,,,,
45,0.001,45,32.029079861111114,1.8880916436513264,,,,,,,,,
50,0.001,50,32.75321417372217,1.8633230543136596,,,,,,,,,
55,0.001,55,33.6794670846395,1.839105521548878,,,,,,,,,
60,0.001,60,34.40193261948289,1.8182234267393749,,,,,,,,,
65,0.001,65,35.115389250421785,1.7990896481734056,,,,,,,,,
70,0.001,70,35.83855448646229,1.7799440809658595,,,,,,,,,
75,0.001,75,36.52249947797035,1.7610880263646445,,,,,,,,,
80,0.001,80,37.04736739087884,1.7456695020198822,,,,,,,,,
85,0.001,85,37.64965923742862,1.7293639730004704,,,,,,,,,
90,0.001,90,38.18707601321969,1.7148545808262294,,,,,,,,,
95,0.001,95,38.63898500576701,1.701894638412877,,,,,,,,,
100,0.001,100,39.0816086547507,1.689954367876053,,,,,,,,,
105,0.001,105,39.5248581666169,1.6772418249221075,,,,,,,,,
110,0.001,110,39.91699914505557,1.6658864454789595,,,,,,,,,
115,0.001,115,40.35670482420278,1.6548259102779885,,,,,,,,,
120,0.001,120,40.71967223818229,1.6442927608887354,,,,,,,,,
125,0.001,125,41.10914389571321,1.634201633453369,,,,,,,,,
130,0.001,130,41.442214991564235,1.6253978811777554,,,,,,,,,
135,0.001,135,41.801317010907404,1.616304009932059,,,,,,,,,
140,0.001,140,42.08715596330275,1.6078006148338317,,,,,,,,,
145,0.001,145,42.37348779434003,1.6000795520585158,,,,,,,,,
150,0.001,150,42.6668495871224,1.5915785479545592,,,,,,,,,
155,0.001,155,42.92758167290381,1.5842856322565386,,,,,,,,,
160,0.001,160,43.20686783579896,1.5771052666008472,,,,,,,,,
165,0.001,165,43.49114182578133,1.570242037195148,,,,,,,,,
170,0.001,170,43.79724808702867,1.562673557505888,,,,,,,,,
175,0.001,175,44.03431987104862,1.555937319483076,,,,,,,,,
180,0.001,180,44.31966570906242,1.54903122054206,,,,,,,,,
185,0.001,185,44.57895739815364,1.5420656597292102,,,,,,,,,
190,0.001,190,44.84621093427888,1.5351014488621761,,,,,,,,,
195,0.001,195,45.08767172812726,1.528503557963249,,,,,,,,,
200,0.001,200,45.34483772342427,1.521654514670372,,,,,,,,,
205,0.001,205,45.60263077393699,1.5152477380706042,,,,,,,,,
210,0.001,210,45.8000522544043,1.509774187065306,,,,,,,,,
215,0.001,215,46.0165135608049,1.5039756824803907,,,,,,,,,
220,0.001,220,46.24670490168139,1.4981887503103777,,,,,,,,,
225,0.001,225,46.503204235163,1.491794121000502,,,,,,,,,
230,0.001,230,46.698265876260564,1.4862758092258288,,,,,,,,,
235,0.001,235,46.88458588957055,1.4811073222058884,,,,,,,,,
240,0.001,240,47.10759989553408,1.475394473473231,,,,,,,,,
245,0.001,245,47.3012,1.470065806836498,,,,,,,,,
250,0.001,250,47.497648165569146,1.4646077895164489,,,,,,,,,
255,0.001,255,47.70173685828466,1.4591455239875644,,,,,,,,,
