G,Iter,K,LR,Original_Steps,Train_Acc,Train_Loss,Val_Acc,Val_F1,Val_Precision,Val_Recall,final_test_accuracy,final_test_f1-score,final_test_precision,final_test_recall,m,time,time_comm,time_comm_per_iter,time_comp_per_iter,time_per_iter,time_step,upper_bound
,1,,0.001,1,10.9375,2.3062872886657715,,,,,,,,,,,,2.2155067920684814,0.1400902271270752,2.3555970191955566,,
,1,,,1,,,10.33,2.4338165470541533,3.3268295646686563,10.329999999999998,,,,,,,,,,,,
,2,,0.001,2,10.3515625,2.3781096935272217,,,,,,,,,,,,1.0560626983642578,0.014110565185546875,1.0701732635498047,,
,3,,0.001,3,11.42578125,2.3445584774017334,,,,,,,,,,,,0.03894829750061035,0.013923406600952148,0.0528717041015625,,
,4,,0.001,4,11.2060546875,2.332144796848297,,,,,,,,,,,,0.026031494140625,0.01596808433532715,0.04199957847595215,,
,5,,0.001,5,11.19140625,2.3264653205871584,,,,,,,,,,,,0.027393579483032227,0.034393310546875,0.06178689002990723,,
,6,,0.001,7,12.430245535714286,2.3154852390289307,,,,,,,,,,,,0.05689573287963867,0.0319364070892334,0.08883213996887207,,
,7,,0.001,9,14.301215277777779,2.301165501276652,,,,,,,,,,,,0.04228043556213379,0.05317354202270508,0.09545397758483887,,
,8,,0.001,10,15.41015625,2.2919960737228395,,,,,,,,,,,,0.04332852363586426,0.01915287971496582,0.06248140335083008,,
,9,,0.001,11,16.060014204545453,2.284262093630704,,,,,,,,,,,,0.03415203094482422,0.0450444221496582,0.07919645309448242,,
,10,,0.001,13,16.962139423076923,2.2682812213897705,,,,,,,,,,,,0.04783010482788086,0.03789043426513672,0.08572053909301758,,
,11,,0.001,14,16.838727678571427,2.264862452234541,,,,,,,,,,,,0.04842185974121094,0.03491473197937012,0.08333659172058105,,
,12,,0.001,15,17.389322916666668,2.2573982874552407,,,,,,,,,,,,0.033544063568115234,0.02674245834350586,0.060286521911621094,,
,13,,0.001,16,17.779541015625,2.2511925101280212,,,,,,,,,,,,0.03422808647155762,0.027408361434936523,0.06163644790649414,,
,14,,0.001,18,18.565538194444443,2.2398952775531344,,,,,,,,,,,,0.042345523834228516,0.03986310958862305,0.08220863342285156,,
,15,,0.001,20,18.9794921875,2.2299535632133485,,,,,,,,,,,,0.038706064224243164,0.0411534309387207,0.07985949516296387,,
,16,,0.001,22,19.855291193181817,2.2174273295836016,,,,,,,,,,,,0.05239582061767578,0.03418445587158203,0.08658027648925781,,
,17,,0.001,23,20.066236413043477,2.2114298861959707,,,,,,,,,,,,0.06077837944030762,0.02278733253479004,0.08356571197509766,,
,18,,0.001,24,20.389811197916668,2.2040057480335236,,,,,,,,,,,,0.10480332374572754,0.04119086265563965,0.1459941864013672,,
,19,,0.001,25,20.71875,2.1970397281646727,,,,,,,,,,,,0.05077862739562988,0.028299331665039062,0.07907795906066895,,
,20,,0.001,26,20.999849759615383,2.190686611028818,,,,,,,,,,,,0.05423879623413086,0.04509687423706055,0.0993356704711914,,
,21,,0.001,27,21.23480902777778,2.185843820925112,,,,,,,,,,,,0.03767514228820801,0.021629810333251953,0.05930495262145996,,
,22,,0.001,29,21.568561422413794,2.177325807768723,,,,,,,,,,,,0.05987834930419922,0.03420448303222656,0.09408283233642578,,
,23,,0.001,30,21.800130208333332,2.1724664052327474,,,,,,,,,,,,0.23053359985351562,0.02947998046875,0.2600135803222656,,
,24,,0.001,32,22.320556640625,2.1629048362374306,,,,,,,,,,,,0.030306339263916016,0.018111705780029297,0.04841804504394531,,
,25,,0.001,33,22.597064393939394,2.157597314227711,,,,,,,,,,,,0.032445430755615234,0.01492452621459961,0.047369956970214844,,
,26,,0.001,34,22.799862132352942,2.1514899450189926,,,,,,,,,,,,0.027585268020629883,0.014052391052246094,0.04163765907287598,,
,27,,0.001,35,22.977120535714285,2.1464737687792095,,,,,,,,,,,,0.1734905242919922,0.023250818252563477,0.19674134254455566,,
,28,,0.001,36,23.14724392361111,2.141731378104952,,,,,,,,,,,,0.03367042541503906,0.013863801956176758,0.04753422737121582,,
,29,,0.001,37,23.37943412162162,2.1369874380730294,,,,,,,,,,,,0.39487648010253906,0.01586604118347168,0.41074252128601074,,
,30,,0.001,38,23.6328125,2.132045253327018,,,,,,,,,,,,0.3859531879425049,0.015235424041748047,0.40118861198425293,,
,31,,0.001,40,24.033203125,2.123998710513115,,,,,,,,,,,,0.0326230525970459,0.01208639144897461,0.04470944404602051,,
,32,,0.001,42,24.262927827380953,2.117096424102783,,,,,,,,,,,,0.06586027145385742,0.024935007095336914,0.09079527854919434,,
,33,,0.001,43,24.3663699127907,2.1129940470983817,,,,,,,,,,,,0.43152356147766113,0.02810072898864746,0.4596242904663086,,
,34,,0.001,44,24.578302556818183,2.1078203266317193,,,,,,,,,,,,0.03162574768066406,0.01838994026184082,0.05001568794250488,,
,35,,0.001,45,24.66579861111111,2.1040395471784805,,,,,,,,,,,,0.11768436431884766,0.01542520523071289,0.13310956954956055,,
,36,,0.001,46,24.76859714673913,2.100977438947429,,,,,,,,,,,,0.03331947326660156,0.028938770294189453,0.062258243560791016,,
,37,,0.001,47,24.898188164893618,2.0974034857242665,,,,,,,,,,,,0.030248641967773438,0.016274452209472656,0.046523094177246094,,
,38,,0.001,48,25.065104166666668,2.0936347519358,,,,,,,,,,,,0.05178976058959961,0.016460657119750977,0.06825041770935059,,
,39,,0.001,50,25.287109375,2.087679786682129,,,,,,,,,,,,0.03602147102355957,0.015656232833862305,0.051677703857421875,,
