G,Iter,K,LR,Original_Steps,Train_Acc,Train_Loss,Val_Acc,Val_F1,Val_Precision,Val_Recall,final_test_accuracy,final_test_f1-score,final_test_precision,final_test_recall,m,time,time_comm,time_comm_per_iter,time_comp_per_iter,time_per_iter,time_step,upper_bound
,1,,0.0009999999753259891,1,6.25,2.3095734119415283,,,,,,,,,,,,1.8432552814483643,0.13682842254638672,1.980083703994751,,
,1,,,1,,,11.69,4.161993470886684,4.9626748941575745,11.690000000000001,,,,,,,,,,,,
,2,,0.0009999998841692308,2,7.8125,2.343265652656555,,,,,,,,,,,,0.9035069942474365,0.01610708236694336,0.9196140766143799,,
,3,,0.0009999997258443474,3,10.416666666666666,2.35506280263265,,,,,,,,,,,,0.02953171730041504,0.015312910079956055,0.044844627380371094,,
,4,,0.0009999995003513605,4,10.546875,2.335956394672394,,,,,,,,,,,,0.04175448417663574,0.037639617919921875,0.07939410209655762,,
,5,,0.0009999992076903004,6,10.9375,2.3183151483535767,,,,,,,,,,,,0.022594213485717773,0.01836562156677246,0.040959835052490234,,
,6,,0.0009999988478612068,9,12.32638888888889,2.313913928137885,,,,,,,,,,,,0.018367767333984375,0.0194699764251709,0.03783774375915527,,
,7,,0.0009999984208641274,11,13.920454545454545,2.300857110456987,,,,,,,,,,,,0.014939069747924805,0.021281719207763672,0.03622078895568848,,
,8,,0.0009999979266991196,13,15.024038461538462,2.287689208984375,,,,,,,,,,,,0.013678789138793945,0.020359039306640625,0.03403782844543457,,
,9,,0.0009999973653662501,15,15.0,2.281706380844116,,,,,,,,,,,,0.01692056655883789,0.01628565788269043,0.03320622444152832,,
,10,,0.000999996736865594,17,16.176470588235293,2.2663003416622387,,,,,,,,,,,,0.016399621963500977,0.024272918701171875,0.04067254066467285,,
,11,,0.0009999960411972366,18,16.57986111111111,2.262851211759779,,,,,,,,,,,,0.014559268951416016,0.027283906936645508,0.04184317588806152,,
,12,,0.0009999952783612705,20,17.265625,2.253724145889282,,,,,,,,,,,,0.02169942855834961,0.01956009864807129,0.0412595272064209,,
,13,,0.0009999944483577983,22,17.542613636363637,2.248361890966242,,,,,,,,,,,,0.02525615692138672,0.016817092895507812,0.04207324981689453,,
,14,,0.0009999936779833706,24,18.098958333333332,2.2386398116747537,,,,,,,,,,,,0.01410984992980957,0.017720937728881836,0.031830787658691406,,
,15,,0.0009999927136451075,26,18.389423076923077,2.2327090410085826,,,,,,,,,,,,0.014622926712036133,0.016816139221191406,0.03143906593322754,,
,16,,0.0009999916821396913,28,18.638392857142858,2.2215773122651234,,,,,,,,,,,,0.0157928466796875,0.017467021942138672,0.03325986862182617,,
,17,,0.000999990583467261,29,18.69612068965517,2.2185776809166216,,,,,,,,,,,,0.02090001106262207,0.017844676971435547,0.03874468803405762,,
,18,,0.0009999894176279639,31,19.10282258064516,2.2091590742911063,,,,,,,,,,,,0.014084815979003906,0.030531883239746094,0.04461669921875,,
,19,,0.0009999883580240228,32,19.3359375,2.2051509618759155,,,,,,,,,,,,0.014797210693359375,0.02293229103088379,0.037729501724243164,,
,20,,0.0009999870578512452,34,20.128676470588236,2.1982140400830437,,,,,,,,,,,,0.0187680721282959,0.018804073333740234,0.03757214546203613,,
,21,,0.0009999856905120862,36,20.35590277777778,2.192632986439599,,,,,,,,,,,,0.012900590896606445,0.017444849014282227,0.030345439910888672,,
,22,,0.0009999842560067293,38,20.230263157894736,2.1891805560965287,,,,,,,,,,,,0.032114267349243164,0.015079975128173828,0.04719424247741699,,
,23,,0.0009999827543353673,41,20.807926829268293,2.181132845762299,,,,,,,,,,,,0.024138927459716797,0.016139745712280273,0.04027867317199707,,
,24,,0.000999981185498202,44,21.20028409090909,2.169255543838848,,,,,,,,,,,,0.01851940155029297,0.01771998405456543,0.0362393856048584,,
,25,,0.000999979549495444,46,21.501358695652176,2.1620110636172085,,,,,,,,,,,,0.021298646926879883,0.017214059829711914,0.0385127067565918,,
,26,,0.0009999780882660894,48,21.875,2.1532544965545335,,,,,,,,,,,,0.024433374404907227,0.01494908332824707,0.0393824577331543,,
,27,,0.0009999763179323862,49,22.289540816326532,2.1472088147182853,,,,,,,,,,,,0.012820720672607422,0.018682241439819336,0.03150296211242676,,
,28,,0.0009999744804337603,50,22.25,2.1461999106407164,,,,,,,,,,,,0.0196073055267334,0.018295764923095703,0.0379030704498291,,
,29,,0.0009999725757704587,52,22.415865384615383,2.139624391610806,,,,,,,,,,,,0.015004158020019531,0.01715707778930664,0.03216123580932617,,
,30,,0.0009999706039427374,54,22.42476851851852,2.138012362851037,,,,,,,,,,,,0.022965192794799805,0.018439054489135742,0.04140424728393555,,
,31,,0.0009999685649508608,57,23.464912280701753,2.128414647621021,,,,,,,,,,,,0.014505147933959961,0.019446372985839844,0.033951520919799805,,
,32,,0.0009999664587951034,60,23.75,2.120030613740285,,,,,,,,,,,,0.013712882995605469,0.015258312225341797,0.028971195220947266,,
,33,,0.0009999642854757477,62,23.941532258064516,2.114979253661248,,,,,,,,,,,,0.014658212661743164,0.01719522476196289,0.031853437423706055,,
,34,,0.0009999620449930857,63,23.98313492063492,2.113866361360701,,,,,,,,,,,,0.02418828010559082,0.02214193344116211,0.04633021354675293,,
,35,,0.000999959737347419,65,24.278846153846153,2.1082280214016254,,,,,,,,,,,,0.016459941864013672,0.016326904296875,0.03278684616088867,,
,36,,0.0009999573625390568,67,24.440298507462686,2.105497762338439,,,,,,,,,,,,0.012691020965576172,0.0148468017578125,0.027537822723388672,,
