G,Iter,K,LR,Original_Steps,Train_Acc,Train_Loss,Val_Acc,Val_F1,Val_Precision,Val_Recall,final_test_accuracy,final_test_f1-score,final_test_precision,final_test_recall,m,time,time_comm,time_comm_per_iter,time_comp_per_iter,time_per_iter,time_step,upper_bound
,1,,0.000999999357715386,1,11.71875,2.300025701522827,,,,,,,,,,,,3.248713254928589,0.34290194511413574,3.5916152000427246,,
,1,,,1,,,8.62,3.2914695860890233,5.140407592899704,8.62,,,,,,,,,,,,
,2,,0.0009999968913450253,2,11.42578125,2.301535487174988,,,,,,,,,,,,1.6122324466705322,0.057497501373291016,1.6697299480438232,,
,3,,0.0009999925752066517,3,10.872395833333334,2.3013365268707275,,,,,,,,,,,,0.030467987060546875,0.03812575340270996,0.06859374046325684,,
,4,,0.0009999864093162337,4,10.44921875,2.3033511638641357,,,,,,,,,,,,0.037567138671875,0.11480307579040527,0.15237021446228027,,
,5,,0.0009999783936965815,5,10.46875,2.303247404098511,,,,,,,,,,,,0.03809237480163574,0.019699811935424805,0.05779218673706055,,
,6,,0.0009999685283773499,6,10.286458333333334,2.3023146390914917,,,,,,,,,,,,0.05827188491821289,0.08415102958679199,0.14242291450500488,,
,7,,0.0009999568133950364,8,10.0341796875,2.301598906517029,,,,,,,,,,,,0.031228303909301758,0.0539398193359375,0.08516812324523926,,
,8,,0.0009999432487929809,10,9.921875,2.301145911216736,,,,,,,,,,,,0.04478001594543457,0.012810945510864258,0.05759096145629883,,
,9,,0.0009999278346213664,12,10.091145833333334,2.300025482972463,,,,,,,,,,,,0.039925336837768555,0.03766655921936035,0.0775918960571289,,
,10,,0.000999913422505779,14,10.267857142857142,2.2997059992381503,,,,,,,,,,,,0.027042627334594727,0.01821279525756836,0.045255422592163086,,
,11,,0.000999894309318459,16,10.11962890625,2.2987334430217743,,,,,,,,,,,,0.0303652286529541,0.029354095458984375,0.05971932411193848,,
,12,,0.0009998733467479102,18,10.394965277777779,2.297900610499912,,,,,,,,,,,,0.031077146530151367,0.20296239852905273,0.2340395450592041,,
,13,,0.0009998505348716845,20,10.44921875,2.297369921207428,,,,,,,,,,,,0.05217909812927246,0.2065119743347168,0.25869107246398926,,
,14,,0.000999825873774176,22,10.600142045454545,2.2966989278793335,,,,,,,,,,,,0.031014204025268555,0.20212817192077637,0.23314237594604492,,
,15,,0.00099979936354662,24,10.774739583333334,2.2959822515646615,,,,,,,,,,,,0.01927661895751953,0.011053323745727539,0.03032994270324707,,
,16,,0.000999771004287092,26,10.877403846153847,2.2953657462046695,,,,,,,,,,,,0.09188246726989746,0.041057586669921875,0.13294005393981934,,
,17,,0.0009997458050433439,28,11.188616071428571,2.2944500276020596,,,,,,,,,,,,0.06945085525512695,0.038492679595947266,0.10794353485107422,,
,18,,0.00099971374788085,30,11.328125,2.2937565565109255,,,,,,,,,,,,0.07531166076660156,0.057331085205078125,0.1326427459716797,,
,19,,0.000999679842012393,33,11.600378787878787,2.2926228046417236,,,,,,,,,,,,0.07255792617797852,0.1297454833984375,0.20230340957641602,,
,20,,0.000999644087563409,36,11.81640625,2.291680547926161,,,,,,,,,,,,0.0422670841217041,0.020289182662963867,0.06255626678466797,,
,21,,0.000999606484666174,38,11.955180921052632,2.2910841201481067,,,,,,,,,,,,0.024318456649780273,0.012454748153686523,0.0367732048034668,,
,22,,0.0009995670334598022,41,12.342797256097562,2.289875036332665,,,,,,,,,,,,0.03493094444274902,0.01173710823059082,0.046668052673339844,,
,23,,0.0009995257340902456,43,12.627180232558139,2.2893071451852487,,,,,,,,,,,,0.0225827693939209,0.019201040267944336,0.041783809661865234,,
,24,,0.0009994825867102935,46,13.0859375,2.288077157476674,,,,,,,,,,,,0.032653093338012695,0.027904033660888672,0.06055712699890137,,
,25,,0.0009994451162347092,49,13.536352040816327,2.286875174970043,,,,,,,,,,,,0.07224225997924805,0.13770318031311035,0.2099454402923584,,
,26,,0.0009993982729670017,52,13.885967548076923,2.2857150114499607,,,,,,,,,,,,0.030922651290893555,0.18717193603515625,0.2180945873260498,,
,27,,0.0009993495821743756,55,14.211647727272727,2.284584990414706,,,,,,,,,,,,0.03858780860900879,0.1448040008544922,0.18339180946350098,,
,28,,0.0009992990440369656,58,14.436287715517242,2.2833196376932077,,,,,,,,,,,,0.05449366569519043,0.03664565086364746,0.09113931655883789,,
,29,,0.000999246658741741,61,14.68045594262295,2.2821064620721536,,,,,,,,,,,,0.06026172637939453,0.05653071403503418,0.11679244041442871,,
,30,,0.0009991924264825035,65,15.06610576923077,2.2804353310511662,,,,,,,,,,,,0.047235965728759766,0.04051017761230469,0.08774614334106445,,
,31,,0.0009991363474598893,68,15.357881433823529,2.27899450414321,,,,,,,,,,,,0.06320428848266602,0.09810256958007812,0.16130685806274414,,
,32,,0.0009990784218813652,71,15.64425616197183,2.277426649147356,,,,,,,,,,,,0.05111551284790039,0.02378249168395996,0.07489800453186035,,
,33,,0.0009990186499612306,74,15.786000844594595,2.2762023693806417,,,,,,,,,,,,0.04416203498840332,0.037201642990112305,0.08136367797851562,,
,34,,0.0009989673270206678,77,15.997869318181818,2.2746852466038296,,,,,,,,,,,,0.030363082885742188,0.011931180953979492,0.04229426383972168,,
,35,,0.0009989038624334818,81,16.36525848765432,2.272683490941554,,,,,,,,,,,,0.03881645202636719,0.018439054489135742,0.05725550651550293,,
,36,,0.0009988494626077275,84,16.578311011904763,2.2713286706379483,,,,,,,,,,,,0.034899234771728516,0.1944417953491211,0.2293410301208496,,
