Iter,LR,Original_Steps,Train_Acc,Train_Loss,Val_Acc,Val_F1,Val_Precision,Val_Recall,time_comm_per_iter,time_comp_per_iter,time_per_iter
1,0.0009999999753259891,1,8.7646484375,2.308189630508423,,,,,8.13546633720398,0.15988755226135254,8.295353889465332
1,,1,,,16.2,9.164628103253417,13.740007990503662,16.2,,,
