G,Iter,K,Original_Steps,Train_Acc,Train_Loss,final_test_accuracy,final_test_f1-score,final_test_precision,final_test_recall,m,time,time_comm,time_comm_per_iter,time_comp_per_iter,time_per_iter,time_step,upper_bound
,47,,241,23.042403746097815,2.1431595705356834,,,,,,,,0.1091156005859375,0.03503584861755371,0.1441514492034912,,
,48,,249,23.187311178247736,2.1391644243255676,,,,,,,,0.10985422134399414,0.03404355049133301,0.14389777183532715,,
,49,,255,23.2055063913471,2.1397308690875185,,,,,,,,0.1214749813079834,0.03968954086303711,0.1611645221710205,,
,50,,259,23.27565343659245,2.1378016292358457,,,,,,,,0.11089897155761719,0.03445887565612793,0.14535784721374512,,
,51,,262,23.163875598086126,2.1389957416148584,,,,,,,,0.11058568954467773,0.03404808044433594,0.14463376998901367,,
,52,,266,23.191564561734214,2.139536223465339,,,,,,,,0.10916972160339355,0.034212589263916016,0.14338231086730957,,
,53,,279,23.523135669362084,2.1364576530285633,,,,,,,,0.11293959617614746,0.034323930740356445,0.1472635269165039,,
,54,,287,23.558951965065503,2.1342949152823523,,,,,,,,0.11234021186828613,0.0393824577331543,0.15172266960144043,,
,55,,294,23.651960784313726,2.133046105605404,,,,,,,,0.10705924034118652,0.03775167465209961,0.14481091499328613,,
,56,,304,23.70671887881286,2.131296845643144,,,,,,,,0.1102900505065918,0.03467679023742676,0.14496684074401855,,
,57,,317,23.868577075098813,2.1290942411693488,,,,,,,,0.10996198654174805,0.03386807441711426,0.1438300609588623,,
,58,,326,24.034396617986165,2.1250785658695945,,,,,,,,0.11934900283813477,0.03528571128845215,0.15463471412658691,,
,59,,335,24.238032909498877,2.1195801023227063,,,,,,,,0.8344290256500244,0.0327455997467041,0.8671746253967285,,
,60,,344,24.35360524399126,2.115735649369484,,,,,,,,0.059758663177490234,0.03399848937988281,0.09375715255737305,,
,61,,354,24.579794762915782,2.1093978696623763,,,,,,,,0.06360006332397461,0.033428192138671875,0.09702825546264648,,
,62,,366,24.777549623545518,2.102891584563125,,,,,,,,0.05670809745788574,0.033458709716796875,0.09016680717468262,,
,63,,375,24.929024716098866,2.0991210355758665,,,,,,,,0.05548501014709473,0.03395271301269531,0.08943772315979004,,
,64,,384,25.20792563600783,2.092882428318262,,,,,,,,0.058632612228393555,0.03489995002746582,0.09353256225585938,,
,65,,398,25.420862177470106,2.087872515970738,,,,,,,,0.09144425392150879,0.035208702087402344,0.12665295600891113,,
,66,,409,25.493723208818125,2.085118351180862,,,,,,,,0.062006235122680664,0.03351593017578125,0.09552216529846191,,
,67,,424,25.823242764323687,2.076640927004364,,,,,,,,0.0574040412902832,0.033429622650146484,0.09083366394042969,,
,68,,439,26.190815744438105,2.065948276965113,,,,,,,,0.0549311637878418,0.033162832260131836,0.08809399604797363,,
,69,,452,26.54432132963989,2.0561509978982198,,,,,,,,0.054717063903808594,0.034142255783081055,0.08885931968688965,,
,70,,461,26.63633894622488,2.051571951253812,,,,,,,,0.05666780471801758,0.03340959548950195,0.09007740020751953,,
,71,,471,26.777644869750134,2.0486924061096903,,,,,,,,0.05778908729553223,0.03358960151672363,0.09137868881225586,,
,72,,489,27.14093701996928,2.0398787674484566,,,,,,,,0.06063413619995117,0.03704667091369629,0.09768080711364746,,
,73,,500,27.356659989984976,2.0336923027038574,,,,,,,,0.05785250663757324,0.033928632736206055,0.0917811393737793,,
,74,,510,27.525159548355425,2.0275789686277803,,,,,,,,0.05608248710632324,0.033739328384399414,0.08982181549072266,,
,75,,523,27.722594542843467,2.0222056846545713,,,,,,,,0.0911250114440918,0.0487978458404541,0.1399228572845459,,
,76,,535,27.9012634534394,2.017211519000686,,,,,,,,0.05966329574584961,0.034960031509399414,0.09462332725524902,,
,77,,542,27.956120092378754,2.0150915212736797,,,,,,,,0.05918741226196289,0.03624606132507324,0.09543347358703613,,
,78,,551,28.126419809177648,2.0110601768735967,,,,,,,,0.05817723274230957,0.04038119316101074,0.09855842590332031,,
,79,,565,28.26761187416925,2.007010734186763,,,,,,,,0.0618135929107666,0.03429985046386719,0.09611344337463379,,
,80,,581,28.514110297285654,2.0001119488077608,,,,,,,,0.09795737266540527,0.03747153282165527,0.13542890548706055,,
,81,,589,28.654908627284318,1.9970310643087623,,,,,,,,0.06327581405639648,0.04111957550048828,0.10439538955688477,,
,82,,597,28.692348008385743,1.998418728310858,,,,,,,,0.06053590774536133,0.03451132774353027,0.0950472354888916,,
,83,,607,28.672680412371133,1.9978096343736476,,,,,,,,0.05811166763305664,0.03406786918640137,0.09217953681945801,,
,84,,617,28.643509127789045,1.9992417500896238,,,,,,,,0.05914592742919922,0.03354811668395996,0.09269404411315918,,
,85,,627,28.650199600798402,1.9994170950930654,,,,,,,,0.06068110466003418,0.03416085243225098,0.09484195709228516,,
,86,,647,28.73065764023211,1.9971052113419523,,,,,,,,0.05733156204223633,0.036376953125,0.09370851516723633,,
,87,,667,29.02204502814259,1.9912306022072124,,,,,,,,0.09866952896118164,0.04013705253601074,0.13880658149719238,,
,88,,681,29.189636163175305,1.986204872747525,,,,,,,,0.05656576156616211,0.03309345245361328,0.08965921401977539,,
,89,,692,29.371609403254972,1.9807965457439423,,,,,,,,0.05921196937561035,0.03428339958190918,0.09349536895751953,,
,90,,701,29.41360228489825,1.9791220166373695,,,,,,,,0.05509328842163086,0.03472638130187988,0.08981966972351074,,
,91,,719,29.568395405499476,1.975802976498186,,,,,,,,0.06993699073791504,0.03410744667053223,0.10404443740844727,,
,92,,736,29.800663039782386,1.9709858926741972,,,,,,,,0.05751204490661621,0.03544306755065918,0.09295511245727539,,
,93,,756,30.012826878517046,1.9643420025154397,,,,,,,,0.06751537322998047,0.03533172607421875,0.10284709930419922,,
,94,,772,30.293760129659642,1.9572787391398236,,,,,,,,0.05438876152038574,0.0340723991394043,0.08846116065979004,,
,95,,781,30.36686959307914,1.9555426474264734,,,,,,,,0.05292487144470215,0.035506248474121094,0.08843111991882324,,
,96,,791,30.467019930401772,1.952233191386487,,,,,,,,0.05218911170959473,0.03529667854309082,0.08748579025268555,,
,97,,805,30.591389493316754,1.9479763041371885,,,,,,,,0.053668975830078125,0.03423929214477539,0.08790826797485352,,
,98,,819,30.66758325695081,1.9446273633120843,,,,,,,,0.055234670639038086,0.033776044845581055,0.08901071548461914,,
,99,,837,30.875972471573906,1.9369073140578459,,,,,,,,0.09677958488464355,0.03547787666320801,0.13225746154785156,,
,100,,851,31.040317834020012,1.9320302457843068,,,,,,,,0.0602726936340332,0.033852338790893555,0.09412503242492676,,
,101,,862,31.210052295177224,1.9277617599460752,,,,,,,,0.05564165115356445,0.03306126594543457,0.08870291709899902,,
,102,,873,31.321715433161216,1.9254218182886043,,,,,,,,0.05342578887939453,0.03500962257385254,0.08843541145324707,,
,103,,881,31.365477544059125,1.923987542730455,,,,,,,,0.055320024490356445,0.0352787971496582,0.09059882164001465,,
,104,,891,31.488898257448003,1.9211405048734278,,,,,,,,0.060129404067993164,0.03505873680114746,0.09518814086914062,,
,105,,910,31.667927903137038,1.9166264875904544,,,,,,,,0.06034111976623535,0.035279035568237305,0.09562015533447266,,
,106,,924,31.81571815718157,1.912501653164496,,,,,,,,0.0605466365814209,0.03461456298828125,0.09516119956970215,,
,107,,941,31.966804151144224,1.9079834906885145,,,,,,,,0.05655956268310547,0.03406381607055664,0.09062337875366211,,
,108,,961,32.12773579989578,1.9031733123122343,,,,,,,,0.05872607231140137,0.03450822830200195,0.09323430061340332,,
,109,,979,32.28740409207161,1.8979898312483916,,,,,,,,0.05910325050354004,0.035146236419677734,0.09424948692321777,,
,110,,998,32.53888610135474,1.8907964572400033,,,,,,,,0.06001687049865723,0.033869028091430664,0.09388589859008789,,
,111,,1014,32.70061728395062,1.88544971832392,,,,,,,,0.06137824058532715,0.03452873229980469,0.09590697288513184,,
,112,,1031,32.90280475959204,1.8804283882089314,,,,,,,,0.05558180809020996,0.033965110778808594,0.08954691886901855,,
,113,,1048,33.031235069278544,1.877233795764792,,,,,,,,0.05811285972595215,0.035408973693847656,0.0935218334197998,,
,114,,1064,33.095588235294116,1.8740212521830897,,,,,,,,0.06218147277832031,0.03466463088989258,0.09684610366821289,,
,115,,1081,33.23008337193145,1.8691834806844552,,,,,,,,0.05908966064453125,0.034941911697387695,0.09403157234191895,,
,116,,1098,33.42168262653899,1.8642252925749467,,,,,,,,0.057730674743652344,0.034487009048461914,0.09221768379211426,,
,117,,1111,33.590581342947274,1.8601888040504833,,,,,,,,0.059090614318847656,0.036687374114990234,0.09577798843383789,,
,118,,1123,33.65888319215337,1.8582407739262228,,,,,,,,0.059662818908691406,0.03778886795043945,0.09745168685913086,,
,119,,1142,33.76945418676019,1.8554240917157376,,,,,,,,0.0602264404296875,0.0356905460357666,0.0959169864654541,,
,120,,1160,33.998705222270175,1.850497421725043,,,,,,,,0.05881786346435547,0.035891056060791016,0.09470891952514648,,
,121,,1177,34.13972777541472,1.8462948353491098,,,,,,,,0.059278249740600586,0.037394046783447266,0.09667229652404785,,
,122,,1189,34.213157894736845,1.844398035333375,,,,,,,,0.06448936462402344,0.03433346748352051,0.09882283210754395,,
,123,,1200,34.275917813934086,1.8425996390978496,,,,,,,,0.06542778015136719,0.034484148025512695,0.09991192817687988,,
,124,,1209,34.333592132505174,1.8411902276024137,,,,,,,,0.06353354454040527,0.03435206413269043,0.0978856086730957,,
,125,,1229,34.51247454175153,1.8372718038551201,,,,,,,,0.10152816772460938,0.03371739387512207,0.13524556159973145,,
,126,,1244,34.66046277665996,1.8334357442388198,,,,,,,,0.056648969650268555,0.035066843032836914,0.09171581268310547,,
,127,,1253,34.720834998002395,1.832184405014787,,,,,,,,0.05660843849182129,0.036917924880981445,0.09352636337280273,,
,128,,1263,34.79984145858106,1.8295943342497305,,,,,,,,0.058645009994506836,0.03392791748046875,0.09257292747497559,,
,129,,1281,34.946512309495894,1.824746868649467,,,,,,,,0.060286760330200195,0.03415703773498535,0.09444379806518555,,
,130,,1293,35.024680603948894,1.8225483245289058,,,,,,,,0.061300039291381836,0.034033775329589844,0.09533381462097168,,
,131,,1307,35.117052853312906,1.819960048112964,,,,,,,,0.05366349220275879,0.034923553466796875,0.08858704566955566,,
,132,,1326,35.19724424311061,1.8166244613459028,,,,,,,,0.055509090423583984,0.03343844413757324,0.08894753456115723,,
,133,,1345,35.375186081131375,1.811814223168951,,,,,,,,0.05247378349304199,0.03385519981384277,0.08632898330688477,,
,134,,1361,35.47604817947775,1.8083644586832186,,,,,,,,0.053056955337524414,0.03375506401062012,0.08681201934814453,,
,135,,1375,35.60475063705861,1.804678396918557,,,,,,,,0.05379796028137207,0.034368276596069336,0.0881662368774414,,
,136,,1391,35.73807380738074,1.8006860861068659,,,,,,,,0.12053251266479492,0.03410959243774414,0.15464210510253906,,
,137,,1409,35.89723653811978,1.7956697012702991,,,,,,,,0.06233072280883789,0.03502821922302246,0.09735894203186035,,
,138,,1428,36.0665439242504,1.790460230339141,,,,,,,,0.06981658935546875,0.040170907974243164,0.10998749732971191,,
,139,,1440,36.16327595200835,1.7880322746932507,,,,,,,,0.7435731887817383,0.03390192985534668,0.777475118637085,,
,140,,1447,36.18921958816404,1.7883142971877155,,,,,,,,0.0444185733795166,0.035452842712402344,0.07987141609191895,,
,141,,1456,36.24140154772141,1.7868329392193438,,,,,,,,0.04460453987121582,0.034122467041015625,0.07872700691223145,,
,142,,1468,36.310336005457955,1.785028505146666,,,,,,,,0.05946803092956543,0.034424543380737305,0.09389257431030273,,
,143,,1487,36.40659201885839,1.7829257767715145,,,,,,,,0.04934191703796387,0.03545022010803223,0.0847921371459961,,
,144,,1505,36.5382215937448,1.779038956157393,,,,,,,,0.050293922424316406,0.03435635566711426,0.08465027809143066,,
,145,,1522,36.65076492844218,1.775549104273241,,,,,,,,0.043187618255615234,0.03505659103393555,0.07824420928955078,,
,146,,1537,36.77919856654178,1.771981317576605,,,,,,,,0.04111838340759277,0.0349736213684082,0.07609200477600098,,
,147,,1553,36.916612929227796,1.7682242378141522,,,,,,,,0.04380464553833008,0.03650689125061035,0.08031153678894043,,
,148,,1570,37.01861744538351,1.7650670129782076,,,,,,,,0.04604315757751465,0.03467583656311035,0.080718994140625,,
,149,,1587,37.13716674554346,1.76168374107856,,,,,,,,0.04279351234436035,0.042133331298828125,0.08492684364318848,,
,150,,1604,37.26100358982363,1.7581270915314444,,,,,,,,0.04741525650024414,0.035581350326538086,0.08299660682678223,,
,151,,1621,37.414092664092664,1.754050258278185,,,,,,,,0.04438185691833496,0.03499102592468262,0.07937288284301758,,
,152,,1636,37.53156082631982,1.75015023481875,,,,,,,,0.04435849189758301,0.03446531295776367,0.07882380485534668,,
,153,,1651,37.63646702047005,1.7473918434925184,,,,,,,,0.04307365417480469,0.03491640090942383,0.07799005508422852,,
,154,,1664,37.70780051150895,1.7455673467081327,,,,,,,,0.04178190231323242,0.03678631782531738,0.0785682201385498,,
,155,,1684,37.893934889252264,1.7411771516477128,,,,,,,,0.044295549392700195,0.03641629219055176,0.08071184158325195,,
,156,,1697,37.98679746275262,1.7382582259585595,,,,,,,,0.04152703285217285,0.03881573677062988,0.08034276962280273,,
,157,,1710,38.04805299370517,1.7359541073877212,,,,,,,,0.045043230056762695,0.035315752029418945,0.08035898208618164,,
,158,,1721,38.1,1.734920708818674,,,,,,,,0.052846431732177734,0.035321950912475586,0.08816838264465332,,
,159,,1738,38.17604061644822,1.7326861853155087,,,,,,,,0.04076957702636719,0.03746151924133301,0.0782310962677002,,
,160,,1753,38.25414108239326,1.7302325325425665,,,,,,,,0.04279136657714844,0.03685116767883301,0.07964253425598145,,
,161,,1771,38.378975265017665,1.7270959262993295,,,,,,,,0.041638851165771484,0.03633618354797363,0.07797503471374512,,
,162,,1789,38.52140758360151,1.7232880443751046,,,,,,,,0.04052138328552246,0.0365140438079834,0.07703542709350586,,
,163,,1805,38.65361947025378,1.719566158442616,,,,,,,,0.04058122634887695,0.03652524948120117,0.07710647583007812,,
,164,,1823,38.804407524371825,1.7154206884999361,,,,,,,,0.040791988372802734,0.037932634353637695,0.07872462272644043,,
,165,,1837,38.92986101648726,1.712221680352009,,,,,,,,0.042716264724731445,0.03708314895629883,0.07979941368103027,,
,166,,1854,39.039084649655734,1.7086484307481504,,,,,,,,0.04332923889160156,0.03550267219543457,0.07883191108703613,,
,167,,1871,39.1680602006689,1.704811169335321,,,,,,,,0.048451900482177734,0.03406977653503418,0.08252167701721191,,
,168,,1885,39.255244987385474,1.7022336435570957,,,,,,,,0.04400944709777832,0.035727500915527344,0.07973694801330566,,
,169,,1898,39.34046551496769,1.6999888673220596,,,,,,,,0.04233145713806152,0.03637576103210449,0.07870721817016602,,
,170,,1911,39.41633922724296,1.6978596088962365,,,,,,,,0.042963266372680664,0.0376889705657959,0.08065223693847656,,
,171,,1923,39.49466354288689,1.6956488484215502,,,,,,,,0.04344034194946289,0.03859305381774902,0.08203339576721191,,
,172,,1935,39.559080325960416,1.6935573740522991,,,,,,,,0.04404878616333008,0.03722238540649414,0.08127117156982422,,
,173,,1946,39.618167202572344,1.6921826964292104,,,,,,,,0.040386199951171875,0.03690147399902344,0.07728767395019531,,
,174,,1960,39.702783807942794,1.6899947419458505,,,,,,,,0.04347038269042969,0.034952640533447266,0.07842302322387695,,
,175,,1977,39.76136219774655,1.6876356676484698,,,,,,,,0.043477773666381836,0.03634023666381836,0.0798180103302002,,
,176,,1996,39.89811912225705,1.6837454227383486,,,,,,,,0.048958778381347656,0.03784990310668945,0.08680868148803711,,
,177,,2013,40.02626507522069,1.6801670890392146,,,,,,,,0.03993844985961914,0.04530024528503418,0.08523869514465332,,
,178,,2027,40.114520311149526,1.6772710236646768,,,,,,,,0.04259037971496582,0.03737378120422363,0.07996416091918945,,
,179,,2039,40.17966736221922,1.6754998377925803,,,,,,,,0.04116392135620117,0.03735804557800293,0.0785219669342041,,
,180,,2049,40.21695981433981,1.6746059126130193,,,,,,,,0.044193267822265625,0.036367177963256836,0.08056044578552246,,
,181,,2058,40.249148729174266,1.6741226559361864,,,,,,,,0.04478120803833008,0.03595924377441406,0.08074045181274414,,
,182,,2067,40.27727327763652,1.6735020844787576,,,,,,,,0.0445249080657959,0.03563690185546875,0.08016180992126465,,
,183,,2076,40.299125979505725,1.6731069857444836,,,,,,,,0.04324078559875488,0.03808760643005371,0.0813283920288086,,
,184,,2087,40.32782707758724,1.6723074987852007,,,,,,,,0.04215598106384277,0.03722357749938965,0.07937955856323242,,
,185,,2106,40.44266191325015,1.6695061721693076,,,,,,,,0.047115325927734375,0.03678154945373535,0.08389687538146973,,
,186,,2121,40.53761061946903,1.666962785914168,,,,,,,,0.06485629081726074,0.03671693801879883,0.10157322883605957,,
,187,,2130,40.571760075196806,1.6661063531754723,,,,,,,,0.04320168495178223,0.03520917892456055,0.07841086387634277,,
,188,,2140,40.63779090164893,1.6645122904643834,,,,,,,,0.040517568588256836,0.035483360290527344,0.07600092887878418,,
,189,,2152,40.684236539132456,1.6630979302204232,,,,,,,,0.04157900810241699,0.04291725158691406,0.08449625968933105,,
,190,,2166,40.748844598497975,1.6610101360143166,,,,,,,,0.0429379940032959,0.037279367446899414,0.08021736145019531,,
,191,,2183,40.843889716840536,1.6581170481932146,,,,,,,,0.0421757698059082,0.03710150718688965,0.07927727699279785,,
,192,,2198,40.913554594102244,1.6560443315427882,,,,,,,,0.0415349006652832,0.03545022010803223,0.07698512077331543,,
,193,,2216,41.02272727272727,1.6530040428311386,,,,,,,,0.04151725769042969,0.03682732582092285,0.07834458351135254,,
,194,,2230,41.10719896756817,1.6503383176743718,,,,,,,,0.041094303131103516,0.03969621658325195,0.08079051971435547,,
,195,,2244,41.16884203480589,1.6477735094101884,,,,,,,,0.11488151550292969,0.034200429916381836,0.14908194541931152,,
,196,,2260,41.262599689853786,1.645133891939062,,,,,,,,0.04282045364379883,0.03590798377990723,0.07872843742370605,,
,197,,2276,41.37084799824021,1.6421772436957367,,,,,,,,0.043554067611694336,0.03802299499511719,0.08157706260681152,,
,198,,2291,41.46429742132867,1.6398439423479092,,,,,,,,0.04332685470581055,0.03467607498168945,0.0780029296875,,
,199,,2305,41.54878909643788,1.6374964374265029,,,,,,,,0.04292106628417969,0.03780078887939453,0.08072185516357422,,
,200,,2319,41.63225928324698,1.6351134649069468,,,,,,,,0.0425715446472168,0.03878378868103027,0.08135533332824707,,
,201,,2330,41.6879297378599,1.6333382035529664,,,,,,,,0.04278159141540527,0.035784244537353516,0.07856583595275879,,
,202,,2343,41.75747863247863,1.6312840815746423,,,,,,,,0.06581401824951172,0.034650564193725586,0.1004645824432373,,
,203,,2358,41.84049893842887,1.629022078811364,,,,,,,,0.040724754333496094,0.035147905349731445,0.07587265968322754,,
,204,,2374,41.916649093209614,1.6266560502281286,,,,,,,,0.041008710861206055,0.03644299507141113,0.07745170593261719,,
,205,,2390,42.0245077503142,1.6236096148211587,,,,,,,,0.04345250129699707,0.03408193588256836,0.07753443717956543,,
,206,,2404,42.109407538525616,1.621097445041685,,,,,,,,0.05271267890930176,0.03505063056945801,0.08776330947875977,,
,207,,2416,42.165483837546624,1.619198449646795,,,,,,,,0.0433964729309082,0.034853458404541016,0.07824993133544922,,
,208,,2430,42.22419653893696,1.617404006047504,,,,,,,,0.04868507385253906,0.03865766525268555,0.08734273910522461,,
,209,,2443,42.28867827868852,1.6158471373178604,,,,,,,,0.045735836029052734,0.04245257377624512,0.08818840980529785,,
,210,,2458,42.36188900203666,1.613829241257746,,,,,,,,0.04472851753234863,0.036949872970581055,0.08167839050292969,,
,211,,2472,42.436841838801136,1.6116635742986087,,,,,,,,0.04421257972717285,0.03471255302429199,0.07892513275146484,,
,212,,2486,42.51220801449859,1.6095069009070424,,,,,,,,0.041330575942993164,0.035071611404418945,0.07640218734741211,,
,213,,2499,42.57937700320513,1.6072808909578389,,,,,,,,0.04025149345397949,0.0346987247467041,0.0749502182006836,,
,214,,2511,42.63294956140351,1.6057070035566043,,,,,,,,0.0415194034576416,0.03591489791870117,0.07743430137634277,,
,215,,2524,42.70378817929393,1.6037399324392176,,,,,,,,0.0604250431060791,0.04226255416870117,0.10268759727478027,,
,216,,2540,42.795378399684665,1.6010585531475037,,,,,,,,0.0513916015625,0.034911155700683594,0.0863027572631836,,
,217,,2554,42.89004312034496,1.5986714031001787,,,,,,,,0.041535139083862305,0.036687374114990234,0.07822251319885254,,
,218,,2567,42.95534321372855,1.5967424572744766,,,,,,,,0.04299283027648926,0.035187482833862305,0.07818031311035156,,
,219,,2580,43.03150465657742,1.5945324236801428,,,,,,,,0.041153669357299805,0.03596997261047363,0.07712364196777344,,
,220,,2594,43.10714974913161,1.5921897886575143,,,,,,,,0.04503512382507324,0.03866004943847656,0.0836951732635498,,
,221,,2607,43.1619623655914,1.5903322806201037,,,,,,,,0.05198955535888672,0.03384590148925781,0.08583545684814453,,
,222,,2621,43.235532849503436,1.5881001771019416,,,,,,,,0.05654740333557129,0.03720808029174805,0.09375548362731934,,
,223,,2633,43.30026140684411,1.5864783814321939,,,,,,,,0.04261183738708496,0.03873872756958008,0.08135056495666504,,
,224,,2646,43.36986852062051,1.5847247407369693,,,,,,,,0.7023510932922363,0.03616762161254883,0.7385187149047852,,
,225,,2659,43.44879518072289,1.5829706926819256,,,,,,,,0.036911725997924805,0.03739666938781738,0.07430839538574219,,
,226,,2673,43.526451310861425,1.5812295248924995,,,,,,,,0.03428196907043457,0.05279088020324707,0.08707284927368164,,
,227,,2688,43.619646182495345,1.578457856506464,,,,,,,,0.033794403076171875,0.03800821304321289,0.07180261611938477,,
,228,,2701,43.7013528539659,1.5763437826957407,,,,,,,,0.03436470031738281,0.03759908676147461,0.07196378707885742,,
,229,,2713,43.77190959409594,1.574564960250721,,,,,,,,0.03371262550354004,0.03722977638244629,0.07094240188598633,,
,230,,2724,43.83728408673282,1.57288897170982,,,,,,,,0.034624338150024414,0.03745770454406738,0.0720820426940918,,
,231,,2736,43.88835528723015,1.571376730453724,,,,,,,,0.03519153594970703,0.03555607795715332,0.07074761390686035,,
,232,,2750,43.95590644339279,1.5693653715307063,,,,,,,,0.03563261032104492,0.037642717361450195,0.07327532768249512,,
,233,,2763,44.00022644927536,1.5679833213790275,,,,,,,,0.034180402755737305,0.03784990310668945,0.07203030586242676,,
