Iter,LR,Original_Steps,Train_Acc,Train_Loss,Val_Acc,Val_F1,Val_Precision,Val_Recall,final_test_accuracy,final_test_f1-score,final_test_precision,final_test_recall,time
5,0.0009999999828652702,5,11.25,2.3377581596374513,,,,,,,,,
10,0.0009999999314610822,10,13.90625,2.2854713439941405,,,,,,,,,
15,0.0009999998457874395,15,16.197916666666668,2.232903067270915,,,,,,,,,
20,0.0009999997258443474,20,18.9453125,2.173693859577179,,,,,,,,,
25,0.0009999995716318147,25,21.03125,2.142204484939575,,,,,,,,,
30,0.0009999993831498518,30,22.239583333333332,2.11354261636734,,,,,,,,,
35,0.0009999991603984717,35,23.549107142857142,2.0974549770355226,,,,,,,,,
40,0.00099999890337769,40,24.58984375,2.075301080942154,,,,,,,,,
45,0.0009999986120875237,45,25.03472222222222,2.055659940507677,,,,,,,,,
50,0.0009999982865279927,50,25.75,2.038473997116089,,,,,,,,,
55,0.0009999979266991196,55,26.732954545454547,2.0134327953512017,,,,,,,,,
60,0.0009999975326009294,60,27.239583333333332,1.9993608713150024,,,,,,,,,
65,0.0009999971042334483,65,27.704326923076923,1.9818514915613028,,,,,,,,,
70,0.0009999966415967065,70,28.426339285714285,1.9675804921558926,,,,,,,,,
75,0.0009999961446907353,75,28.90625,1.9510735670725505,,,,,,,,,
80,0.000999995613515569,80,29.599609375,1.9325035333633422,,,,,,,,,
85,0.0009999950480712437,85,30.266544117647058,1.9148680322310503,,,,,,,,,
90,0.0009999944483577983,90,30.755208333333332,1.8996367070409987,,,,,,,,,
95,0.0009999938143752738,95,31.217105263157894,1.8885531061574032,,,,,,,,,
100,0.0009999931461237138,100,31.6640625,1.877739816904068,,,,,,,,,
105,0.0009999924436031639,105,32.15029761904762,1.8635894798097157,,,,,,,,,
110,0.0009999917068136725,110,32.50710227272727,1.852370944890109,,,,,,,,,
115,0.00099999093575529,115,32.96875,1.8392214567764946,,,,,,,,,
120,0.0009999901304280692,120,33.294270833333336,1.8296577314535776,,,,,,,,,
125,0.0009999892908320656,125,33.51875,1.821718041419983,,,,,,,,,
130,0.0009999884169673361,130,33.78605769230769,1.8148242336053115,,,,,,,,,
135,0.0009999875088339413,135,34.039351851851855,1.807026282063237,,,,,,,,,
140,0.0009999865664319426,140,34.386160714285715,1.7995227549757276,,,,,,,,,
145,0.0009999855897614054,145,34.703663793103445,1.7910212368800722,,,,,,,,,
150,0.0009999845788223962,150,35.083333333333336,1.7811636058489482,,,,,,,,,
155,0.0009999835336149843,155,35.327620967741936,1.7737186101175124,,,,,,,,,
160,0.0009999824541392416,160,35.595703125,1.766609501093626,,,,,,,,,
165,0.0009999813403952418,165,35.92329545454545,1.7576540715766675,,,,,,,,,
170,0.0009999801923830614,170,36.130514705882355,1.7512578291051528,,,,,,,,,
175,0.0009999790101027793,175,36.25892857142857,1.7464022309439522,,,,,,,,,
180,0.0009999777935544762,180,36.506076388888886,1.7403854495949216,,,,,,,,,
185,0.0009999765427382355,185,36.6722972972973,1.7364238287951494,,,,,,,,,
190,0.0009999752576541432,190,36.817434210526315,1.7316344926231786,,,,,,,,,
195,0.0009999739383022871,195,36.931089743589745,1.7280456585761828,,,,,,,,,
200,0.0009999725846827575,200,37.0390625,1.7241068130731583,,,,,,,,,
205,0.0009999711967956474,205,37.2827743902439,1.7187705470294488,,,,,,,,,
210,0.0009999697746410517,210,37.38095238095238,1.7145768381300426,,,,,,,,,
215,0.0009999683182190687,215,37.489098837209305,1.7118096673211387,,,,,,,,,
220,0.0009999668275297972,220,37.70596590909091,1.7072894952513955,,,,,,,,,
225,0.0009999653025733397,225,37.90625,1.702569760216607,,,,,,,,,
230,0.0009999637433498012,230,38.09103260869565,1.6972716300383859,,,,,,,,,
235,0.0009999621498592878,235,38.29122340425532,1.6919476453294144,,,,,,,,,
240,0.0009999605221019093,240,38.414713541666664,1.6882201547423998,,,,,,,,,
245,0.0009999588600777768,245,38.61288265306123,1.6838578034420402,,,,,,,,,
250,0.000999957163787005,250,38.76875,1.6787274923324584,,,,,,,,,
255,0.0009999554332297091,255,39.00428921568628,1.672597263841068,,,,,,,,,
260,0.000999953668406008,260,39.17367788461539,1.6678578587678763,,,,,,,,,
265,0.0009999518693160233,265,39.32783018867924,1.6640968813086456,,,,,,,,,
270,0.0009999500359598778,270,39.464699074074076,1.659212021474485,,,,,,,,,
275,0.0009999481683376971,275,39.62784090909091,1.6554646023837003,,,,,,,,,
280,0.0009999462664496096,280,39.78515625,1.6517519648586,,,,,,,,,
285,0.0009999443302957454,285,39.89857456140351,1.6492849132470917,,,,,,,,,
290,0.0009999423598762373,290,40.064655172413794,1.6437744798331426,,,,,,,,,
295,0.0009999403551912201,295,40.25423728813559,1.6399249262728934,,,,,,,,,
300,0.0009999383162408316,300,40.421875,1.6351488892237345,,,,,,,,,
305,0.0009999362430252114,305,40.560963114754095,1.6314036752356857,,,,,,,,,
310,0.0009999341355445015,310,40.680443548387096,1.627848147192309,,,,,,,,,
315,0.000999931993798846,315,40.74652777777778,1.6251100350940038,,,,,,,,,
320,0.000999929817788392,320,40.91064453125,1.6210833050310611,,,,,,,,,
325,0.0009999276075132889,325,41.06490384615385,1.617875043795659,,,,,,,,,
330,0.0009999253629736878,330,41.23579545454545,1.613301532196276,,,,,,,,,
335,0.0009999230841697426,335,41.399253731343286,1.6091491325577694,,,,,,,,,
340,0.00099992077110161,340,41.537224264705884,1.6047614399124595,,,,,,,,,
345,0.0009999184237694477,345,41.666666666666664,1.600916418476381,,,,,,,,,
350,0.0009999160421734173,350,41.785714285714285,1.5980530248369489,,,,,,,,,
355,0.0009999136263136815,355,41.92781690140845,1.5949028478541845,,,,,,,,,
360,0.000999911176190406,360,42.037760416666664,1.5918951335880491,,,,,,,,,
365,0.0009999086918037591,365,42.144691780821915,1.5891891123497324,,,,,,,,,
370,0.0009999061731539108,370,42.24028716216216,1.586728599264815,,,,,,,,,
375,0.0009999036202410336,375,42.37708333333333,1.5831520325342814,,,,,,,,,
380,0.000999901033065303,380,42.47532894736842,1.580161193797463,,,,,,,,,
385,0.000999898411626896,385,42.56087662337662,1.577412518278345,,,,,,,,,
390,0.0009998957559259917,390,42.65224358974359,1.5748517510218498,,,,,,,,,
395,0.000999893065962773,395,42.78191320874248,1.5713814050336428,,,,,,,,,
400,0.000999890341737424,400,42.925007819831094,1.5684287664294243,,,,,,,,,
405,0.000999887583250131,405,43.10897435897436,1.565130446575306,,,,,,,,,
410,0.0009998847905010836,410,43.23123283490998,1.5616355483124895,,,,,,,,,
415,0.000999881963490473,415,43.38257461561652,1.5577663197574845,,,,,,,,,
420,0.0009998791022184932,420,43.498659517426276,1.5549350480238597,,,,,,,,,
425,0.0009998762066853399,425,43.554974977921695,1.552935055844924,,,,,,,,,
430,0.0009998732768912114,430,43.66089613034623,1.5506810191065765,,,,,,,,,
435,0.0009998703128363093,435,43.767975266033936,1.548259911317935,,,,,,,,,
440,0.000999867314520836,440,43.89927495024168,1.545079667730765,,,,,,,,,
445,0.0009998642819449976,445,43.99247961765533,1.5428319976570901,,,,,,,,,
450,0.0009998612151090015,450,44.09577425632472,1.5402190828323363,,,,,,,,,
455,0.0009998581140130578,455,44.20538905691504,1.5373195999271267,,,,,,,,,
460,0.0009998549786573796,460,44.29222192004352,1.5345866014128147,,,,,,,,,
465,0.0009998518090421813,465,44.37046004842615,1.5326644166823356,,,,,,,,,
470,0.0009998486051676803,470,44.46034069736492,1.5299706705073093,,,,,,,,,
475,0.0009998453670340961,475,44.5302212272847,1.5280775557066264,,,,,,,,,
480,0.000999842094641651,480,44.640995569455306,1.5253347118695577,,,,,,,,,
485,0.000999838787990569,485,44.77205313386639,1.521964097514595,,,,,,,,,
490,0.0009998354470810765,490,44.870117436813885,1.5191484932996788,,,,,,,,,
495,0.0009998320719134032,495,44.9946297700278,1.515820100813201,,,,,,,,,
500,0.0009998286624877794,500,45.115086314736054,1.5127072196006774,,,,,,,,,
500,,,,,57.91,56.73632384333146,59.378354049534686,57.91,,,,,
505,0.0009998252188044398,505,45.22696309140451,1.5096126587084024,,,,,,,,,
510,0.0009998217408636197,510,45.315182732401276,1.506969681674359,,,,,,,,,
515,0.000999818228665558,515,45.415350983726015,1.5042380944039058,,,,,,,,,
520,0.0009998146822104953,520,45.52862641327881,1.501455770089076,,,,,,,,,
525,0.0009998111014986745,525,45.64421015010722,1.4984777707145327,,,,,,,,,
530,0.0009998074865303409,530,45.76793721973094,1.495184718887761,,,,,,,,,
535,0.0009998038373057424,535,45.87035305120411,1.4929825210125647,,,,,,,,,
540,0.0009998001538251292,540,45.96363215195738,1.490499214110551,,,,,,,,,
545,0.0009997964360887537,545,46.04659169153087,1.4879058092012318,,,,,,,,,
550,0.0009997926840968707,550,46.15789174437116,1.485295231775804,,,,,,,,,
555,0.0009997888978497374,555,46.26155059725039,1.4827113132219056,,,,,,,,,
560,0.0009997850773476133,560,46.34660486933214,1.4805221463952745,,,,,,,,,
565,0.0009997812225907602,565,46.417699800752715,1.4785824030901478,,,,,,,,,
570,0.0009997773335794424,570,46.4902896642528,1.4767358480838306,,,,,,,,,
575,0.0009997734103139265,575,46.56025668914509,1.4748165277812793,,,,,,,,,
580,0.0009997694527944813,580,46.627668751347855,1.4730737024340137,,,,,,,,,
585,0.0009997654610213779,585,46.73535385931152,1.4704419441712209,,,,,,,,,
590,0.00099976143499489,590,46.81603773584906,1.468053942009554,,,,,,,,,
595,0.0009997573747152935,595,46.892737019129704,1.4657628470108288,,,,,,,,,
600,0.0009997532801828664,600,46.93037314988535,1.464579432606697,,,,,,,,,
605,0.0009997491513978902,605,47.02553235476535,1.46222472269673,,,,,,,,,
610,0.000999744988360647,610,47.09478162805003,1.4603967475109414,,,,,,,,,
615,0.0009997407910714228,615,47.165446410412855,1.4585505644480388,,,,,,,,,
620,0.0009997365595305048,620,47.24757918095622,1.4561505573411142,,,,,,,,,
625,0.0009997322937381837,625,47.322143285971585,1.4538215621948243,,,,,,,,,
630,0.000999727993694751,630,47.396763946793726,1.4518087208271027,,,,,,,,,
635,0.0009997236594005015,635,47.47513295253102,1.4499064348814055,,,,,,,,,
640,0.0009997192908557328,640,47.533955442642174,1.4483106610365213,,,,,,,,,
645,0.000999714888060744,645,47.63307155322862,1.4460378865863002,,,,,,,,,
650,0.000999710451015837,650,47.719838368289395,1.443584167773907,,,,,,,,,
655,0.0009997059797213158,655,47.790958564063395,1.441471464761341,,,,,,,,,
660,0.0009997014741774872,660,47.82546901648664,1.440081507328785,,,,,,,,,
665,0.0009996969343846593,665,47.90647921760391,1.4379038504191808,,,,,,,,,
670,0.0009996923603431437,670,47.98394623856636,1.4360183925771002,,,,,,,,,
675,0.0009996877520532538,675,48.06837131739856,1.4337555255713286,,,,,,,,,
680,0.0009996831095153058,680,48.15270369689167,1.4315276741104968,,,,,,,,,
685,0.0009996784327296175,685,48.25292130728501,1.4293453814339463,,,,,,,,,
690,0.0009996737216965096,690,48.31769983686786,1.427584596561349,,,,,,,,,
695,0.0009996689764163048,695,48.38604462839662,1.4259999691153602,,,,,,,,,
700,0.0009996641968893283,700,48.47016258710023,1.4240669710295542,,,,,,,,,
705,0.000999659383115908,705,48.5419992904027,1.4220614426524927,,,,,,,,,
710,0.0009996545350963739,710,48.62273207680113,1.4201182897661773,,,,,,,,,
715,0.000999649652831058,715,48.697962217946476,1.4185329929098383,,,,,,,,,
720,0.000999644736320295,720,48.75911933298593,1.4167858026093907,,,,,,,,,
725,0.0009996397855644215,725,48.81296360186303,1.4149887053719883,,,,,,,,,
730,0.0009996348005637773,730,48.89605105362344,1.412884179370044,,,,,,,,,
735,0.000999629781318704,735,48.956738131699844,1.4112676927021572,,,,,,,,,
740,0.0009996247278295455,740,49.01660469832685,1.4091666590523075,,,,,,,,,
745,0.0009996196400966486,745,49.08406076884338,1.4074170192616098,,,,,,,,,
750,0.0009996145181203617,750,49.146448224112056,1.4057656995455423,,,,,,,,,
755,0.0009996093619010354,755,49.20800894484015,1.4042920477342922,,,,,,,,,
760,0.0009996041714390239,760,49.25641764028303,1.4030242772478807,,,,,,,,,
765,0.0009995989467346822,765,49.32054111492562,1.4013760495030023,,,,,,,,,
770,0.0009995936877883686,770,49.401088192301444,1.3995623583917494,,,,,,,,,
775,0.0009995883946004435,775,49.466475714055186,1.397931688985517,,,,,,,,,
780,0.0009995830671712701,780,49.50396825396825,1.3969283417249336,,,,,,,,,
785,0.0009995777055012136,785,49.56965253426841,1.3952939492122383,,,,,,,,,
790,0.0009995723095906409,790,49.63968957871397,1.3937345765813995,,,,,,,,,
